-1.586379170417785645e+00,3.174961507320404053e-01
3.044900298118591309e-01,-4.676279425621032715e-02
-1.329902112483978271e-01,3.388875722885131836e-01
-4.474755376577377319e-02,-5.156222730875015259e-02
-1.755268126726150513e-01,-1.721200644969940186e-01
-5.530304312705993652e-01,5.777363181114196777e-01
3.628646433353424072e-01,-3.196031600236892700e-02
-4.334776103496551514e-01,9.634195268154144287e-02
-1.684101223945617676e-01,3.592410683631896973e-01
3.567730188369750977e-01,-8.013099431991577148e-02
-1.166891604661941528e-01,5.261318683624267578e-01
2.370029091835021973e-01,1.934279203414916992e-01
2.391268312931060791e-01,3.041992187500000000e-01
2.506201863288879395e-01,3.773065805435180664e-01
5.250021219253540039e-01,-6.796616315841674805e-01
-4.497165977954864502e-01,1.168735697865486145e-01
3.488169312477111816e-01,-4.406438469886779785e-01
5.478560924530029297e-01,-2.981721758842468262e-01
-3.031614720821380615e-01,2.724341154098510742e-01
-8.523973822593688965e-02,-3.991455137729644775e-01
2.107382714748382568e-01,-1.790300756692886353e-01
