0.000000000000000000e+00,4.319303482770919800e-02,2.909581735730171204e-02,-3.761233892873860896e-05,1.895854994654655457e-02,5.696704611182212830e-02,9.260249137878417969e-02,-6.176872178912162781e-02,1.269493401050567627e-01,-1.799595728516578674e-02,6.757904193364083767e-04,2.685331739485263824e-02,-2.514994936063885689e-03,1.423587463796138763e-02,5.811551585793495178e-02,1.615232378244400024e-01,8.244618028402328491e-02,-1.962754502892494202e-02,-3.338021785020828247e-02,1.420923024415969849e-01,-1.383741106837987900e-02,7.617489993572235107e-02,9.966949373483657837e-02,0.000000000000000000e+00,1.467170417308807373e-01,-4.586023837327957153e-02,-7.489601848646998405e-04,2.291967719793319702e-02,1.544979959726333618e-01,-1.312784617766737938e-03
8.541803061962127686e-02,-2.363113760948181152e-01,-2.407676875591278076e-01,2.242714315652847290e-01,-1.376608163118362427e-01,2.366333901882171631e-01,-1.788618564605712891e-01,1.620641797780990601e-01,3.159677237272262573e-02,-1.050842553377151489e-01,2.067944705486297607e-01,-1.717480719089508057e-01,9.741225093603134155e-02,1.356973946094512939e-01,-2.172599732875823975e-01,2.059925943613052368e-01,-1.795388609170913696e-01,2.224043160676956177e-01,2.036843299865722656e-01,4.341004416346549988e-02,5.812026560306549072e-02,2.887766249477863312e-02,2.076083123683929443e-01,1.476186066865921021e-01,8.508690446615219116e-02,2.142186164855957031e-01,2.224621325731277466e-01,-1.425424218177795410e-01,1.564169675111770630e-01,1.452626734972000122e-01
1.976703554391860962e-01,2.508515957742929459e-03,1.622630506753921509e-01,-9.936549514532089233e-02,3.064618632197380066e-02,7.853681594133377075e-02,2.448140531778335571e-01,-6.837667524814605713e-02,-1.597936451435089111e-01,-6.079036369919776917e-02,-1.094909086823463440e-01,2.012094706296920776e-01,-1.454337388277053833e-01,-1.622019112110137939e-01,-1.651889532804489136e-01,-3.867852687835693359e-02,1.889894455671310425e-01,-9.952240437269210815e-02,-2.215205878019332886e-01,1.468253601342439651e-02,-1.389289647340774536e-01,-1.479534357786178589e-01,-8.371718972921371460e-02,-1.724959909915924072e-01,2.968869507312774658e-01,-2.009007483720779419e-01,8.140747249126434326e-02,2.277531027793884277e-01,2.088761180639266968e-01,-9.729818999767303467e-02
-1.353868693113327026e-01,2.271423488855361938e-01,1.137840822339057922e-01,-6.021303683519363403e-02,4.483201541006565094e-03,7.874903082847595215e-02,-1.963464915752410889e-01,-2.652878640219569206e-03,-5.276175215840339661e-02,-4.966630786657333374e-02,1.811135262250900269e-01,5.398379638791084290e-02,7.618074771016836166e-03,1.851637512445449829e-01,1.794710159301757812e-01,1.534610893577337265e-02,1.266691982746124268e-01,1.823211014270782471e-01,-1.691120304167270660e-02,1.517789810895919800e-01,-8.121478557586669922e-02,2.703061401844024658e-01,-7.128567248582839966e-02,1.402659714221954346e-02,1.538299918174743652e-01,3.615147620439529419e-02,-2.089874893426895142e-01,1.685066893696784973e-02,-6.320781260728836060e-02,-8.081455528736114502e-02
-2.341358512639999390e-01,-4.328623414039611816e-02,1.207596138119697571e-01,-2.241109460592269897e-01,8.744109421968460083e-03,9.928423911333084106e-02,-1.550908386707305908e-01,6.824474781751632690e-02,-1.708345711231231689e-01,5.564119666814804077e-02,-6.347477436065673828e-02,-1.997580081224441528e-01,1.976010203361511230e-01,-2.807915955781936646e-02,-1.604519635438919067e-01,2.358052134513854980e-01,6.167918443679809570e-02,-2.673816867172718048e-02,-5.454656854271888733e-02,1.855899542570114136e-01,-5.508695170283317566e-02,1.409201771020889282e-01,-1.337309032678604126e-01,-4.051673412322998047e-02,-2.118353098630905151e-01,2.203810662031173706e-01,6.035090982913970947e-02,-9.605659544467926025e-02,1.474032551050186157e-01,-3.470273315906524658e-02
-1.165589690208435059e-02,-2.125668376684188843e-01,-7.279048115015029907e-02,-1.608326137065887451e-01,1.995978653430938721e-01,1.378668248653411865e-01,2.327536493539810181e-01,2.189801335334777832e-01,8.530869334936141968e-02,2.442075014114379883e-01,2.031469792127609253e-01,-3.530155122280120850e-02,1.703073531389236450e-01,-1.257140189409255981e-01,2.020909786224365234e-01,7.643839716911315918e-02,-6.548699736595153809e-02,-1.674539223313331604e-02,1.354542821645736694e-01,-3.667660057544708252e-02,3.636911883950233459e-02,-1.758221387863159180e-01,-1.239545941352844238e-01,-1.925230622291564941e-01,-2.371557503938674927e-01,4.449104145169258118e-02,-2.202470600605010986e-01,4.949080944061279297e-02,1.454723328351974487e-01,2.026960998773574829e-01
1.304519325494766235e-01,9.177996218204498291e-02,-1.911815255880355835e-01,-1.410865336656570435e-01,1.128637120127677917e-01,1.673397719860076904e-01,-1.084621697664260864e-01,2.128806561231613159e-01,1.489050090312957764e-01,1.702706217765808105e-01,-1.689504534006118774e-01,-1.127341687679290771e-01,2.764064967632293701e-01,-1.649874746799468994e-01,8.295701444149017334e-02,1.530247926712036133e-01,-1.918815821409225464e-01,-1.555041074752807617e-01,-1.197810843586921692e-01,-1.726352423429489136e-01,2.296337634325027466e-01,-1.669002473354339600e-01,-3.014536574482917786e-02,-3.924347460269927979e-02,2.263282984495162964e-01,-2.381541877985000610e-01,1.750410199165344238e-01,1.242158189415931702e-01,3.290675282478332520e-01,8.006440103054046631e-02
-1.436803638935089111e-01,-1.733980476856231689e-01,1.878223419189453125e-01,1.561481505632400513e-01,-6.932995282113552094e-03,-2.298291027545928955e-01,-2.127761095762252808e-01,-7.897142320871353149e-02,-8.220421522855758667e-02,3.286737203598022461e-02,-3.287107124924659729e-02,-1.571677774190902710e-01,-2.390133142471313477e-01,1.230812519788742065e-01,6.235829740762710571e-02,-1.442828625440597534e-01,-1.226525381207466125e-01,-8.110570907592773438e-02,1.654118150472640991e-01,9.888920933008193970e-02,-2.179857790470123291e-01,2.219697237014770508e-01,-8.833388984203338623e-02,-1.488995552062988281e-01,-1.979587972164154053e-01,1.261654794216156006e-01,1.317309141159057617e-01,-1.056313663721084595e-01,2.056146115064620972e-01,8.028735965490341187e-02
1.091037839651107788e-01,-4.260057210922241211e-02,-3.005588054656982422e-02,1.359629780054092407e-01,-1.569673418998718262e-02,8.240176737308502197e-02,1.632564216852188110e-01,5.200864374637603760e-02,-6.611590087413787842e-02,-1.253692805767059326e-02,-2.170367389917373657e-01,-9.291470050811767578e-04,-6.281919777393341064e-02,1.976980268955230713e-02,1.264189034700393677e-01,-1.791331470012664795e-01,-1.158334314823150635e-01,-1.571689248085021973e-01,-8.516873419284820557e-02,-1.000967472791671753e-01,-1.571915298700332642e-01,-7.808773219585418701e-02,-1.455169916152954102e-01,-1.283949911594390869e-01,4.481703042984008789e-03,1.848512440919876099e-01,1.273781210184097290e-01,-1.647439301013946533e-01,1.012079864740371704e-01,1.446284502744674683e-01
-1.265300512313842773e-01,1.090374588966369629e-01,2.335450351238250732e-01,-8.022303879261016846e-02,-5.695294216275215149e-02,5.807112529873847961e-02,-9.647142142057418823e-02,-2.266128659248352051e-01,-7.913150638341903687e-02,2.779561281204223633e-02,-1.609306186437606812e-01,7.113438099622726440e-02,5.608212202787399292e-02,-6.109401956200599670e-02,2.071707546710968018e-01,1.390274316072463989e-01,-9.436988830566406250e-02,-6.694488227367401123e-02,1.279727518558502197e-01,-6.833084672689437866e-02,-4.050827398896217346e-02,2.237337529659271240e-01,-1.508470773696899414e-01,9.977348148822784424e-02,-1.442268043756484985e-01,1.067342087626457214e-01,-1.019066274166107178e-01,7.079777121543884277e-02,-2.334143519401550293e-01,-1.023692786693572998e-01
-1.097072213888168335e-01,2.227208577096462250e-02,5.295467004179954529e-02,-7.779350876808166504e-02,2.174662947654724121e-01,-9.995784610509872437e-02,-1.779972016811370850e-01,2.619804069399833679e-02,-8.572932332754135132e-02,-1.282514184713363647e-01,7.481524348258972168e-02,-1.664294302463531494e-01,-1.044339127838611603e-02,-1.416369229555130005e-01,1.407325267791748047e-01,1.873062402009963989e-01,2.051003426313400269e-01,4.711087048053741455e-02,1.429029107093811035e-01,1.492854505777359009e-01,-9.597144275903701782e-02,1.415053103119134903e-02,8.163051307201385498e-02,3.972937166690826416e-02,1.166847497224807739e-01,1.064398977905511856e-02,-1.608327031135559082e-01,1.037357077002525330e-01,-1.980411708354949951e-01,5.068738758563995361e-02
-8.815485239028930664e-02,-1.536774784326553345e-01,1.212587859481573105e-02,4.386350139975547791e-02,-2.226484008133411407e-02,9.660831093788146973e-02,-7.383467257022857666e-02,1.733337342739105225e-01,1.128940731287002563e-01,1.399827841669321060e-02,-9.397868067026138306e-02,-1.633777171373367310e-01,9.337022155523300171e-02,1.350314766168594360e-01,-1.582000553607940674e-01,9.820811450481414795e-03,6.488145142793655396e-02,1.338631510734558105e-01,-8.876012265682220459e-02,-5.386937782168388367e-02,2.462779134511947632e-01,-2.196775525808334351e-01,1.889656782150268555e-01,-1.185246258974075317e-01,7.074520736932754517e-02,-4.118944052606821060e-03,2.009719014167785645e-01,-1.780349463224411011e-01,2.548994123935699463e-02,2.792106941342353821e-02
-2.204564809799194336e-01,1.400291919708251953e-01,8.505594730377197266e-02,-1.796081066131591797e-01,-1.962935030460357666e-01,1.492852568626403809e-01,-2.299067378044128418e-01,2.048915028572082520e-01,-2.550171613693237305e-01,-8.599907904863357544e-02,1.519262194633483887e-01,9.962311387062072754e-02,1.224456075578927994e-02,1.195153146982192993e-01,1.361220628023147583e-01,4.252518713474273682e-02,1.184181794524192810e-01,-1.519381254911422729e-01,1.085103154182434082e-01,9.303332120180130005e-02,1.385125070810317993e-01,1.038223430514335632e-01,1.123913303017616272e-01,-2.403575330972671509e-01,6.770783662796020508e-02,-8.609165996313095093e-02,2.302895039319992065e-01,-1.615993380546569824e-01,1.804931461811065674e-01,-2.389048188924789429e-01
-4.652577638626098633e-02,-1.028163880109786987e-01,1.754231154918670654e-01,4.170658439397811890e-02,1.912103742361068726e-01,-1.098959520459175110e-01,4.895158857107162476e-02,-1.087533608078956604e-01,1.351477205753326416e-01,1.357863694429397583e-01,-2.421806156635284424e-01,2.043069601058959961e-01,1.333242803812026978e-01,-1.764312237501144409e-01,-1.791244745254516602e-01,4.764915257692337036e-02,2.230871170759201050e-01,-1.635768115520477295e-01,-2.243023961782455444e-01,9.666669182479381561e-03,1.240830048918724060e-01,9.954179823398590088e-02,-4.102795943617820740e-02,-1.708471179008483887e-01,8.426341414451599121e-02,7.073798030614852905e-02,-1.981752365827560425e-02,2.151843458414077759e-01,1.285868138074874878e-01,5.106225609779357910e-02
1.725936979055404663e-01,2.243736535310745239e-01,2.294995076954364777e-02,2.363087385892868042e-01,-6.778074055910110474e-02,-1.470425445586442947e-02,-1.718596369028091431e-01,-9.523461014032363892e-02,-1.220346242189407349e-01,-1.396304965019226074e-01,2.775344066321849823e-02,1.822273731231689453e-01,-1.853738129138946533e-01,-4.646712541580200195e-02,1.062279269099235535e-01,2.063444256782531738e-01,1.479054838418960571e-01,-1.344735771417617798e-01,-2.357001900672912598e-01,-5.092547088861465454e-02,-6.120843067765235901e-02,-1.056082844734191895e-01,-3.926134109497070312e-02,-1.698344945907592773e-03,-1.854813694953918457e-01,1.871008425951004028e-01,1.025468111038208008e-01,-1.882942765951156616e-01,1.773403882980346680e-01,1.838411837816238403e-01
