-5.576458945870399475e-02,-4.168797284364700317e-02,-1.377246226184070110e-03,-1.265527773648500443e-02,2.361704260110855103e-01,3.071419894695281982e-02,7.752936333417892456e-02,4.378534853458404541e-02,2.187605388462543488e-02,1.682450808584690094e-02,1.831786707043647766e-02,-3.373542055487632751e-02,0.000000000000000000e+00,1.971402615308761597e-01,1.282402873039245605e-01,1.825255751609802246e-01,6.257610023021697998e-02,3.698999807238578796e-02,-1.128289289772510529e-02,-2.228524349629878998e-02
-3.101339340209960938e-01,3.000167906284332275e-01,1.263389885425567627e-01,-1.021666526794433594e-01,8.274939656257629395e-02,-5.801370739936828613e-02,6.876808404922485352e-02,-1.366394013166427612e-01,-2.761048078536987305e-01,-1.651968210935592651e-01,-6.753756105899810791e-02,-1.312633901834487915e-01,-6.452795863151550293e-02,-3.046728670597076416e-01,-1.458661109209060669e-01,1.431038081645965576e-01,-1.433678269386291504e-01,7.506132125854492188e-03,1.601198315620422363e-01,2.589839994907379150e-01
2.148685455322265625e-01,-5.639340355992317200e-02,-3.973457217216491699e-02,1.149966865777969360e-01,-9.659010916948318481e-03,-1.617688238620758057e-01,1.839703172445297241e-01,2.026006877422332764e-01,2.014687508344650269e-01,1.113070026040077209e-01,-2.792396247386932373e-01,3.100039660930633545e-01,3.087595105171203613e-02,-2.803890407085418701e-01,2.798362672328948975e-01,-1.528332531452178955e-01,2.651169002056121826e-01,-2.068116515874862671e-01,2.167476564645767212e-01,-2.806645631790161133e-01
-3.081847131252288818e-01,-2.446988373994827271e-01,-3.339936491101980209e-03,2.680674940347671509e-02,4.076815545558929443e-01,-2.142485678195953369e-01,-1.045174747705459595e-01,-1.578278690576553345e-01,-9.573172032833099365e-02,2.092435061931610107e-01,2.371624857187271118e-01,6.208446249365806580e-02,-2.862233519554138184e-01,-1.050565466284751892e-01,-1.836573332548141479e-01,-9.210418909788131714e-03,2.783557772636413574e-01,-2.707343399524688721e-01,-2.970866858959197998e-01,6.165943294763565063e-02
-4.709988832473754883e-02,3.545835614204406738e-02,5.048978328704833984e-02,-7.223366200923919678e-02,-3.338983654975891113e-02,2.810573279857635498e-01,2.754390239715576172e-01,-2.581003606319427490e-01,-2.864751592278480530e-02,2.026514112949371338e-01,2.616127729415893555e-01,2.110613584518432617e-01,-1.494260132312774658e-01,-3.021392822265625000e-01,-1.789799332618713379e-02,-2.583414502441883087e-02,-1.865439116954803467e-01,1.550222635269165039e-01,3.090462982654571533e-01,-5.690510943531990051e-02
2.534520328044891357e-01,1.876609474420547485e-01,-1.160185337066650391e-01,-1.339120566844940186e-01,-2.119712531566619873e-01,-1.693861484527587891e-01,-2.049317508935928345e-01,-3.190842866897583008e-01,-2.150209546089172363e-01,-9.431485086679458618e-02,-1.802707612514495850e-01,9.557406604290008545e-02,-3.085273504257202148e-02,4.541372656822204590e-01,-2.549288570880889893e-01,-1.119219604879617691e-02,-8.347785472869873047e-02,2.649796903133392334e-01,2.825204432010650635e-01,7.557046413421630859e-02
-1.582668125629425049e-01,-1.307246536016464233e-01,5.204292386770248413e-02,-2.256244570016860962e-01,3.145604133605957031e-01,1.189841702580451965e-01,-2.433793246746063232e-01,-2.838237881660461426e-01,2.594299614429473877e-01,2.329301089048385620e-01,3.087287247180938721e-01,-1.305817514657974243e-01,-2.093009948730468750e-01,-1.501758396625518799e-02,3.067612349987030029e-01,-1.027328893542289734e-01,-9.398420155048370361e-02,-3.154999017715454102e-02,6.628316640853881836e-02,7.560217380523681641e-02
-2.548078298568725586e-01,1.665217876434326172e-01,-2.228034734725952148e-01,-2.119169235229492188e-01,-1.767082512378692627e-01,-1.642535477876663208e-01,2.882015109062194824e-01,-3.354749083518981934e-02,2.910403311252593994e-01,2.137719839811325073e-01,-1.491167582571506500e-02,1.579513996839523315e-01,-1.272613704204559326e-01,3.856608867645263672e-01,2.258186787366867065e-01,1.144551858305931091e-01,3.363934531807899475e-02,1.210359185934066772e-01,2.173093706369400024e-01,1.351556479930877686e-01
-8.582202345132827759e-02,2.819971442222595215e-01,1.240457892417907715e-01,2.281782180070877075e-01,-8.335347473621368408e-02,-2.180818021297454834e-01,2.281898260116577148e-01,1.976945251226425171e-01,3.466631844639778137e-02,-2.080617696046829224e-01,2.229954898357391357e-01,1.087783277034759521e-01,4.773804545402526855e-02,6.169480085372924805e-02,-3.094833195209503174e-01,-3.154604509472846985e-02,-2.267434597015380859e-01,1.341551542282104492e-01,-2.264377623796463013e-01,1.516254544258117676e-01
-5.835426598787307739e-02,-2.803346216678619385e-01,-2.812956571578979492e-01,-2.570329308509826660e-01,-3.568585813045501709e-01,9.635052084922790527e-02,1.343732923269271851e-01,-2.889906167984008789e-01,1.764434874057769775e-01,-2.503365874290466309e-01,1.288875341415405273e-01,2.715395949780941010e-02,-5.975395441055297852e-03,3.716119527816772461e-01,-2.932691574096679688e-01,-4.389673843979835510e-02,1.514171063899993896e-02,2.520080804824829102e-01,-1.488993316888809204e-01,7.512999325990676880e-02
2.374312579631805420e-01,2.733862958848476410e-02,1.714080572128295898e-01,2.001662552356719971e-01,1.871948391199111938e-01,-2.354528754949569702e-01,-2.984735965728759766e-01,-4.197423160076141357e-02,-1.897863149642944336e-01,3.630175441503524780e-02,1.572034358978271484e-01,1.633895039558410645e-01,-2.743855118751525879e-01,-2.061891406774520874e-01,-1.245450526475906372e-01,1.721835136413574219e-01,2.928419113159179688e-01,7.814992964267730713e-02,1.508072018623352051e-01,-2.415325343608856201e-01
2.953931093215942383e-01,-1.495156623423099518e-02,-2.533266842365264893e-01,1.751824915409088135e-01,-7.541438098996877670e-03,1.315728724002838135e-01,2.204075604677200317e-01,2.793245613574981689e-01,-2.529103755950927734e-01,-2.447803765535354614e-01,-2.736581265926361084e-01,2.661865651607513428e-01,-2.001335322856903076e-01,-2.292293608188629150e-01,-9.190580993890762329e-02,-2.656582742929458618e-02,8.721064776182174683e-02,1.366351544857025146e-01,3.355450928211212158e-02,9.439305867999792099e-04
